Gene	BF	Recall	Precision	FDR
ESPL1	-0.866	0.920	0.929	0.071
KRT8	-0.867	0.920	0.929	0.071
GPR12	-0.869	0.920	0.929	0.071
FRS2	-0.870	0.920	0.929	0.071
YIF1B	-0.877	0.920	0.929	0.071
VSTM2L	-0.879	0.920	0.929	0.071
TAS2R1	-0.881	0.920	0.928	0.072
IL3	-0.884	0.920	0.926	0.074
BAG5	-0.885	0.920	0.926	0.074
MAD1L1	-0.885	0.920	0.926	0.074
MMD2	-0.886	0.920	0.925	0.075
AOAH	-0.888	0.920	0.925	0.075
SNX8	-0.888	0.920	0.925	0.075
HCST	-0.888	0.920	0.925	0.075
FGF19	-0.889	0.920	0.925	0.075
NOA1	-0.890	0.920	0.925	0.075
CBX3	-0.890	0.920	0.925	0.075
TATDN1	-0.892	0.920	0.925	0.075
TOR1B	-0.893	0.920	0.925	0.075
HAPLN1	-0.895	0.920	0.925	0.075
PRSS57	-0.897	0.920	0.925	0.075
CCDC81	-0.898	0.920	0.925	0.075
SPI1	-0.900	0.920	0.925	0.075
DDX19B	-0.903	0.920	0.925	0.075
MUC20	-0.906	0.920	0.925	0.075
METTL15	-0.906	0.920	0.925	0.075
TUBA1C	-0.908	0.920	0.925	0.075
MARCH6	-0.908	0.920	0.925	0.075
ENTPD2	-0.912	0.920	0.925	0.075
OR4B1	-0.913	0.920	0.925	0.075
TEX35	-0.916	0.920	0.925	0.075
OR51B6	-0.918	0.920	0.923	0.077
INSR	-0.919	0.920	0.923	0.077
TUBB4B	-0.920	0.920	0.923	0.077
C19orf59	-0.920	0.920	0.923	0.077
HIST1H3B	-0.922	0.920	0.923	0.077
TTC9B	-0.924	0.920	0.923	0.077
SDCCAG3	-0.925	0.920	0.923	0.077
TSNAXIP1	-0.926	0.920	0.923	0.077
LIN9	-0.926	0.920	0.923	0.077
CAPNS1	-0.930	0.920	0.923	0.077
CACNG3	-0.934	0.920	0.922	0.078
PCGF2	-0.936	0.920	0.922	0.078
DUS3L	-0.936	0.920	0.922	0.078
EIF3J	-0.939	0.920	0.922	0.078
CTDSPL2	-0.940	0.920	0.922	0.078
CBX5	-0.941	0.920	0.922	0.078
ARHGDIA	-0.946	0.920	0.922	0.078
SLC17A4	-0.950	0.920	0.922	0.078
METRN	-0.950	0.920	0.922	0.078
DLG5	-0.952	0.920	0.922	0.078
PAIP1	-0.952	0.920	0.922	0.078
MB21D1	-0.952	0.920	0.922	0.078
CBR4	-0.954	0.920	0.922	0.078
PLXNB2	-0.956	0.920	0.922	0.078
HIST1H3G	-0.958	0.920	0.922	0.078
DCUN1D1	-0.959	0.920	0.922	0.078
MYBPC1	-0.959	0.920	0.922	0.078
AQP10	-0.960	0.920	0.922	0.078
PTGER4	-0.961	0.920	0.922	0.078
CLASP2	-0.961	0.920	0.922	0.078
CLEC2D	-0.963	0.920	0.922	0.078
SH3PXD2B	-0.965	0.920	0.922	0.078
SENP2	-0.965	0.920	0.922	0.078
TRAPPC2L	-0.965	0.920	0.922	0.078
MAST3	-0.966	0.920	0.922	0.078
HTR1D	-0.966	0.920	0.922	0.078
AXL	-0.966	0.920	0.922	0.078
IQGAP3	-0.966	0.920	0.922	0.078
FAM92A1	-0.967	0.920	0.922	0.078
GALNT9	-0.967	0.920	0.922	0.078
SIX3	-0.968	0.920	0.922	0.078
MMP7	-0.968	0.920	0.922	0.078
AP1G2	-0.969	0.920	0.922	0.078
FRMD4A	-0.976	0.920	0.922	0.078
TUBB8	-0.976	0.920	0.922	0.078
TMPPE	-0.978	0.920	0.922	0.078
PLB1	-0.989	0.920	0.922	0.078
DNAI2	-0.990	0.920	0.922	0.078
ARL9	-1.001	0.920	0.922	0.078
PPP2CB	-1.005	0.920	0.922	0.078
BCL2L14	-1.006	0.920	0.922	0.078
MLLT4	-1.008	0.920	0.922	0.078
MTHFD2L	-1.009	0.920	0.922	0.078
DECR2	-1.011	0.920	0.922	0.078
CCNO	-1.012	0.920	0.922	0.078
CYCS	-1.012	0.922	0.922	0.078
UMPS	-1.014	0.922	0.922	0.078
FAM204A	-1.019	0.922	0.922	0.078
ALKBH8	-1.020	0.922	0.922	0.078
EHD1	-1.020	0.922	0.922	0.078
CSF3	-1.021	0.922	0.922	0.078
TRPC4AP	-1.023	0.922	0.922	0.078
C5orf34	-1.024	0.922	0.922	0.078
GRWD1	-1.026	0.923	0.922	0.078
CHST6	-1.029	0.923	0.922	0.078
GATA5	-1.031	0.923	0.922	0.078
SMG6	-1.033	0.923	0.922	0.078
TMED10	-1.034	0.923	0.922	0.078
CARNS1	-1.035	0.923	0.922	0.078
KCNC4	-1.037	0.923	0.922	0.078
PIGW	-1.037	0.923	0.922	0.078
CENPE	-1.040	0.923	0.922	0.078
CDH18	-1.045	0.923	0.922	0.078
KCNA6	-1.046	0.923	0.922	0.078
TCTN1	-1.046	0.923	0.922	0.078
SFXN3	-1.047	0.923	0.922	0.078
CRY1	-1.048	0.923	0.922	0.078
SCO2	-1.049	0.923	0.922	0.078
ACTR5	-1.052	0.923	0.922	0.078
MRPL53	-1.052	0.925	0.922	0.078
KIAA0101	-1.053	0.925	0.922	0.078
BRS3	-1.053	0.925	0.922	0.078
ZP2	-1.053	0.925	0.921	0.079
SFTPC	-1.055	0.925	0.921	0.079
C17orf59	-1.055	0.925	0.921	0.079
CRAMP1L	-1.056	0.925	0.921	0.079
UBE4B	-1.059	0.925	0.921	0.079
F2RL2	-1.060	0.925	0.921	0.079
UBAP2L	-1.060	0.925	0.921	0.079
KRTAP10-12	-1.065	0.925	0.919	0.081
KLHL12	-1.071	0.925	0.919	0.081
STRN3	-1.071	0.925	0.919	0.081
POLR2K	-1.074	0.925	0.919	0.081
CTNND1	-1.080	0.925	0.919	0.081
CTAGE5	-1.081	0.925	0.919	0.081
UBTD2	-1.081	0.925	0.919	0.081
APOBEC1	-1.083	0.925	0.918	0.082
LOXL1	-1.083	0.925	0.918	0.082
PHOSPHO2	-1.085	0.925	0.918	0.082
NEU4	-1.085	0.925	0.918	0.082
PBRM1	-1.086	0.925	0.918	0.082
RAB21	-1.087	0.925	0.918	0.082
TNFRSF1A	-1.088	0.925	0.918	0.082
ZNF75D	-1.089	0.925	0.918	0.082
NCDN	-1.089	0.925	0.918	0.082
PCDHB10	-1.090	0.925	0.918	0.082
APBA3	-1.092	0.925	0.918	0.082
PIGO	-1.092	0.925	0.918	0.082
LZTS2	-1.092	0.925	0.918	0.082
BCKDHA	-1.093	0.925	0.918	0.082
LRP2	-1.095	0.925	0.918	0.082
PDIA3	-1.098	0.925	0.918	0.082
PWWP2B	-1.098	0.925	0.918	0.082
HIST2H2BF	-1.099	0.925	0.918	0.082
CYP4A22	-1.100	0.925	0.916	0.084
HIP1R	-1.101	0.925	0.916	0.084
IMPDH1	-1.102	0.925	0.916	0.084
AP2M1	-1.103	0.925	0.916	0.084
KANSL1	-1.111	0.925	0.916	0.084
PCDP1	-1.111	0.925	0.916	0.084
TRIAP1	-1.111	0.927	0.917	0.083
NACC2	-1.112	0.927	0.917	0.083
CHMP1A	-1.117	0.927	0.917	0.083
LRRC37B	-1.119	0.927	0.917	0.083
FAF1	-1.119	0.927	0.917	0.083
ARHGAP39	-1.120	0.927	0.917	0.083
SFTPA2	-1.121	0.927	0.917	0.083
C20orf173	-1.126	0.927	0.915	0.085
MT1M	-1.127	0.927	0.915	0.085
ST6GALNAC4	-1.127	0.927	0.915	0.085
FEM1A	-1.128	0.927	0.915	0.085
CENPA	-1.132	0.928	0.915	0.085
OBP2A	-1.133	0.928	0.915	0.085
PTAR1	-1.139	0.928	0.915	0.085
GHRHR	-1.139	0.928	0.915	0.085
SUPT4H1	-1.139	0.928	0.915	0.085
LGR5	-1.141	0.928	0.915	0.085
NXT1	-1.141	0.928	0.915	0.085
MRM1	-1.143	0.928	0.915	0.085
TMEM175	-1.147	0.928	0.915	0.085
SYNCRIP	-1.149	0.928	0.915	0.085
PWWP2A	-1.150	0.928	0.915	0.085
SUPV3L1	-1.150	0.930	0.915	0.085
DDIT4	-1.154	0.930	0.915	0.085
TTBK2	-1.155	0.930	0.915	0.085
CCL25	-1.156	0.930	0.915	0.085
TMEM184A	-1.157	0.930	0.915	0.085
CCDC65	-1.158	0.930	0.915	0.085
WFDC5	-1.159	0.930	0.915	0.085
FGFR4	-1.159	0.930	0.915	0.085
C10orf105	-1.162	0.930	0.915	0.085
SOWAHA	-1.164	0.930	0.915	0.085
SLC4A7	-1.164	0.930	0.915	0.085
CSF1R	-1.164	0.930	0.915	0.085
CEP120	-1.165	0.930	0.915	0.085
ZFYVE20	-1.167	0.930	0.915	0.085
SPA17	-1.167	0.930	0.915	0.085
NDUFC1	-1.168	0.930	0.915	0.085
GABARAPL1	-1.173	0.930	0.915	0.085
C16orf52	-1.173	0.930	0.915	0.085
NXPE4	-1.174	0.930	0.915	0.085
MDH1	-1.176	0.930	0.915	0.085
RNF168	-1.176	0.930	0.915	0.085
C11orf74	-1.180	0.930	0.915	0.085
EVI5	-1.185	0.930	0.915	0.085
LBH	-1.189	0.930	0.915	0.085
H3F3C	-1.195	0.930	0.915	0.085
YIF1A	-1.195	0.930	0.915	0.085
FAN1	-1.197	0.930	0.915	0.085
TEX37	-1.197	0.930	0.915	0.085
TJP1	-1.197	0.930	0.915	0.085
CCNT2	-1.199	0.930	0.915	0.085
KIAA1211	-1.199	0.930	0.915	0.085
DPH6	-1.201	0.930	0.915	0.085
TMTC4	-1.201	0.930	0.915	0.085
EEF1A2	-1.206	0.930	0.915	0.085
SLC25A45	-1.206	0.930	0.915	0.085
TMC5	-1.209	0.930	0.915	0.085
C11orf31	-1.213	0.930	0.915	0.085
RPUSD1	-1.218	0.930	0.915	0.085
MT1G	-1.218	0.930	0.915	0.085
ANGPTL4	-1.218	0.930	0.915	0.085
TOR1A	-1.223	0.930	0.915	0.085
GATC	-1.226	0.930	0.915	0.085
SLC7A14	-1.227	0.930	0.915	0.085
KLHDC7A	-1.227	0.930	0.915	0.085
FNIP1	-1.228	0.930	0.915	0.085
DYNLT1	-1.228	0.930	0.915	0.085
ERI2	-1.229	0.930	0.915	0.085
CSTB	-1.232	0.930	0.915	0.085
SNAPC2	-1.232	0.931	0.916	0.084
TTC37	-1.234	0.931	0.916	0.084
UNC45A	-1.235	0.931	0.916	0.084
ZBTB3	-1.235	0.931	0.916	0.084
IBA57	-1.237	0.931	0.916	0.084
RTFDC1	-1.237	0.931	0.916	0.084
CDNF	-1.239	0.931	0.916	0.084
SGPL1	-1.239	0.931	0.916	0.084
SLC39A14	-1.247	0.931	0.916	0.084
MOGAT3	-1.247	0.931	0.914	0.086
IFNA5	-1.247	0.931	0.913	0.087
CD6	-1.249	0.931	0.913	0.087
PCMTD1	-1.251	0.931	0.913	0.087
MAPK8IP1	-1.252	0.931	0.913	0.087
COMMD5	-1.253	0.931	0.913	0.087
OXER1	-1.254	0.931	0.913	0.087
EMC3	-1.255	0.931	0.913	0.087
POLI	-1.255	0.931	0.913	0.087
CAST	-1.256	0.931	0.913	0.087
HOXD1	-1.258	0.931	0.913	0.087
ACVR1B	-1.260	0.931	0.913	0.087
CASP16	-1.261	0.931	0.913	0.087
NEDD9	-1.263	0.931	0.913	0.087
DEFB131	-1.266	0.931	0.913	0.087
MRPL43	-1.268	0.933	0.913	0.087
RAI1	-1.268	0.933	0.913	0.087
RAB24	-1.269	0.933	0.913	0.087
TEAD3	-1.269	0.933	0.913	0.087
UQCRB	-1.270	0.933	0.913	0.087
TMPRSS2	-1.272	0.933	0.913	0.087
FAIM2	-1.274	0.933	0.913	0.087
FKBP2	-1.275	0.933	0.913	0.087
PGAM4	-1.276	0.933	0.913	0.087
EVX1	-1.281	0.933	0.911	0.089
CSNK1D	-1.281	0.933	0.911	0.089
NUCB2	-1.283	0.933	0.911	0.089
HIST1H2BC	-1.284	0.933	0.911	0.089
PARD6B	-1.284	0.933	0.911	0.089
BET1L	-1.285	0.933	0.911	0.089
C21orf37	-1.288	0.933	0.911	0.089
CCDC130	-1.289	0.933	0.911	0.089
NDUFS3	-1.290	0.933	0.911	0.089
MMP19	-1.291	0.933	0.911	0.089
MATK	-1.294	0.933	0.911	0.089
MISP	-1.295	0.933	0.911	0.089
PCNP	-1.295	0.933	0.911	0.089
PROSER1	-1.298	0.933	0.911	0.089
BECN1	-1.298	0.933	0.911	0.089
HMGA2	-1.299	0.933	0.911	0.089
GINS1	-1.299	0.933	0.911	0.089
FAM229A	-1.300	0.933	0.911	0.089
DDX42	-1.301	0.933	0.911	0.089
NCK1	-1.301	0.933	0.911	0.089
LTB4R	-1.302	0.933	0.911	0.089
RNF145	-1.303	0.933	0.911	0.089
KRTAP4-5	-1.305	0.933	0.911	0.089
SLC52A3	-1.307	0.933	0.911	0.089
CTDSP1	-1.307	0.933	0.911	0.089
MRPS28	-1.309	0.933	0.911	0.089
CNOT7	-1.310	0.933	0.911	0.089
ADPGK	-1.313	0.933	0.911	0.089
AGK	-1.313	0.933	0.911	0.089
GSE1	-1.313	0.933	0.911	0.089
RPUSD2	-1.315	0.933	0.911	0.089
SLC25A25	-1.316	0.933	0.911	0.089
PI4K2B	-1.316	0.933	0.911	0.089
DVL1	-1.319	0.933	0.911	0.089
CYC1	-1.322	0.933	0.911	0.089
COX4I1	-1.322	0.934	0.912	0.088
TACR2	-1.323	0.934	0.912	0.088
ROBO4	-1.326	0.934	0.912	0.088
TMEM130	-1.327	0.934	0.912	0.088
TLCD2	-1.328	0.934	0.912	0.088
RHOD	-1.333	0.934	0.912	0.088
B3GNT6	-1.335	0.934	0.910	0.090
ZNF772	-1.336	0.934	0.910	0.090
ZNF720	-1.338	0.934	0.910	0.090
RUFY2	-1.338	0.934	0.910	0.090
GCFC2	-1.340	0.934	0.910	0.090
C20orf196	-1.343	0.934	0.910	0.090
CD63	-1.344	0.934	0.910	0.090
STAP2	-1.346	0.934	0.910	0.090
HCN2	-1.347	0.934	0.910	0.090
TOR3A	-1.350	0.934	0.910	0.090
KRT79	-1.352	0.934	0.910	0.090
CD151	-1.352	0.934	0.910	0.090
DISP2	-1.353	0.934	0.910	0.090
MAP3K15	-1.356	0.934	0.910	0.090
FOXD1	-1.357	0.934	0.910	0.090
LRCH3	-1.359	0.934	0.910	0.090
MROH6	-1.368	0.934	0.910	0.090
TOX2	-1.369	0.934	0.910	0.090
CD37	-1.370	0.934	0.910	0.090
YIPF3	-1.373	0.934	0.910	0.090
FAM53C	-1.374	0.934	0.910	0.090
C16orf70	-1.378	0.934	0.910	0.090
PARP1	-1.379	0.934	0.910	0.090
RHOBTB1	-1.381	0.934	0.910	0.090
SLC25A10	-1.386	0.934	0.910	0.090
NSUN2	-1.388	0.934	0.910	0.090
NPIPB5	-1.389	0.934	0.910	0.090
PTP4A1	-1.389	0.934	0.910	0.090
COMMD2	-1.390	0.934	0.910	0.090
CMC2	-1.390	0.934	0.910	0.090
PILRB	-1.393	0.934	0.910	0.090
SCARB1	-1.399	0.934	0.910	0.090
XRCC4	-1.401	0.934	0.910	0.090
SMKR1	-1.405	0.934	0.910	0.090
ADAMTS7	-1.408	0.934	0.910	0.090
GIT2	-1.409	0.934	0.910	0.090
UBE2N	-1.409	0.936	0.910	0.090
ANP32D	-1.409	0.936	0.910	0.090
PEX1	-1.409	0.936	0.910	0.090
FAM155B	-1.409	0.936	0.910	0.090
MPP2	-1.410	0.936	0.910	0.090
MADD	-1.410	0.936	0.910	0.090
CDRT15	-1.411	0.936	0.910	0.090
CMTR2	-1.413	0.936	0.910	0.090
TST	-1.413	0.936	0.910	0.090
MEPE	-1.415	0.936	0.909	0.091
ELN	-1.415	0.936	0.909	0.091
SEPT2	-1.417	0.936	0.909	0.091
SMCR8	-1.418	0.936	0.909	0.091
PROC	-1.422	0.936	0.909	0.091
KCNIP1	-1.423	0.936	0.909	0.091
DARC	-1.425	0.936	0.909	0.091
ASXL2	-1.427	0.936	0.909	0.091
YPEL1	-1.428	0.936	0.909	0.091
SOCS2	-1.428	0.936	0.909	0.091
COL3A1	-1.429	0.936	0.909	0.091
BTNL9	-1.430	0.936	0.909	0.091
DEFB114	-1.430	0.936	0.909	0.091
BPHL	-1.434	0.936	0.909	0.091
CETP	-1.434	0.936	0.909	0.091
RAB42	-1.436	0.936	0.909	0.091
C1orf112	-1.440	0.936	0.909	0.091
SLC32A1	-1.443	0.936	0.908	0.092
MAML1	-1.444	0.936	0.908	0.092
MED30	-1.444	0.938	0.908	0.092
CSAD	-1.445	0.938	0.908	0.092
TMEM53	-1.447	0.938	0.908	0.092
MED15	-1.449	0.938	0.908	0.092
FAM134C	-1.452	0.938	0.908	0.092
NME6	-1.459	0.938	0.908	0.092
C17orf96	-1.460	0.938	0.908	0.092
ZFHX2	-1.460	0.938	0.908	0.092
NCR1	-1.461	0.938	0.908	0.092
TAF4	-1.462	0.938	0.908	0.092
LTA4H	-1.463	0.938	0.908	0.092
TLCD1	-1.464	0.938	0.908	0.092
PAICS	-1.464	0.939	0.908	0.092
CRH	-1.465	0.939	0.908	0.092
MXI1	-1.469	0.939	0.908	0.092
ADM5	-1.475	0.939	0.908	0.092
BOLA3	-1.476	0.939	0.908	0.092
PCM1	-1.477	0.939	0.908	0.092
CCDC102A	-1.479	0.939	0.908	0.092
L3HYPDH	-1.479	0.939	0.908	0.092
FIBP	-1.480	0.939	0.908	0.092
CPOX	-1.485	0.939	0.908	0.092
KLK8	-1.486	0.939	0.908	0.092
TPM2	-1.486	0.939	0.908	0.092
UCP2	-1.486	0.939	0.908	0.092
ACTR3B	-1.488	0.939	0.908	0.092
CPE	-1.489	0.939	0.908	0.092
MAP3K11	-1.490	0.939	0.908	0.092
ATXN1	-1.492	0.939	0.908	0.092
CECR5	-1.494	0.939	0.908	0.092
ELF4	-1.494	0.939	0.908	0.092
CEP95	-1.497	0.939	0.908	0.092
FAM211A	-1.500	0.939	0.908	0.092
OR52B4	-1.503	0.939	0.908	0.092
ZNF843	-1.507	0.939	0.908	0.092
PNPLA8	-1.508	0.939	0.908	0.092
ADAL	-1.514	0.939	0.908	0.092
BNIP3	-1.514	0.939	0.908	0.092
SART1	-1.519	0.939	0.908	0.092
DESI2	-1.521	0.939	0.908	0.092
PSMD9	-1.523	0.939	0.908	0.092
PRCC	-1.523	0.939	0.908	0.092
CDH13	-1.525	0.939	0.908	0.092
MIS18A	-1.527	0.939	0.908	0.092
MFSD10	-1.528	0.939	0.908	0.092
POU2F2	-1.531	0.939	0.908	0.092
CHRM4	-1.534	0.939	0.908	0.092
DAO	-1.535	0.939	0.908	0.092
SIK3	-1.536	0.939	0.908	0.092
AMBRA1	-1.537	0.939	0.908	0.092
PRRC2C	-1.539	0.939	0.908	0.092
TEAD4	-1.541	0.939	0.908	0.092
CDH3	-1.542	0.939	0.908	0.092
RBM42	-1.549	0.939	0.908	0.092
TPRG1L	-1.550	0.939	0.908	0.092
CHRAC1	-1.550	0.939	0.908	0.092
ACTN4	-1.551	0.939	0.908	0.092
POLR2M	-1.551	0.939	0.908	0.092
FCGBP	-1.552	0.939	0.908	0.092
GPX8	-1.552	0.939	0.908	0.092
RIC3	-1.552	0.939	0.908	0.092
PTCD2	-1.554	0.939	0.908	0.092
CHAMP1	-1.554	0.939	0.908	0.092
GDI2	-1.555	0.939	0.908	0.092
THBS4	-1.556	0.939	0.908	0.092
NUDCD2	-1.558	0.939	0.908	0.092
AAGAB	-1.559	0.939	0.908	0.092
SETD4	-1.561	0.939	0.908	0.092
SYNDIG1L	-1.563	0.939	0.908	0.092
PTX4	-1.563	0.939	0.908	0.092
TUSC3	-1.564	0.939	0.908	0.092
LRRC4	-1.564	0.939	0.908	0.092
BIN2	-1.568	0.939	0.908	0.092
FAM64A	-1.569	0.939	0.908	0.092
TATDN2	-1.570	0.939	0.908	0.092
HLF	-1.573	0.939	0.908	0.092
BTG1	-1.574	0.939	0.908	0.092
ING4	-1.578	0.939	0.908	0.092
FOXK2	-1.579	0.939	0.908	0.092
AP2A2	-1.580	0.939	0.908	0.092
STARD7	-1.582	0.939	0.908	0.092
TRIM44	-1.584	0.939	0.908	0.092
MINPP1	-1.585	0.939	0.908	0.092
USH1C	-1.586	0.939	0.908	0.092
SUZ12	-1.588	0.939	0.908	0.092
PRPF39	-1.590	0.939	0.908	0.092
PXMP4	-1.592	0.939	0.908	0.092
ASIC1	-1.592	0.939	0.908	0.092
ITPA	-1.592	0.939	0.908	0.092
MVP	-1.592	0.939	0.908	0.092
KIAA1737	-1.593	0.939	0.908	0.092
MAEA	-1.595	0.939	0.908	0.092
TBCEL	-1.596	0.939	0.908	0.092
ERVV-1	-1.597	0.939	0.908	0.092
TMEM18	-1.598	0.939	0.908	0.092
MAPK1IP1L	-1.600	0.939	0.908	0.092
SLC35F5	-1.604	0.939	0.908	0.092
SLC25A39	-1.605	0.939	0.908	0.092
MAFF	-1.605	0.939	0.908	0.092
AUP1	-1.607	0.939	0.908	0.092
XKR8	-1.608	0.939	0.908	0.092
PRSS33	-1.611	0.939	0.906	0.094
OTUD7A	-1.611	0.939	0.906	0.094
SLC5A5	-1.611	0.939	0.906	0.094
FAM220A	-1.614	0.939	0.906	0.094
ZPBP2	-1.617	0.939	0.906	0.094
MALL	-1.618	0.939	0.906	0.094
ANKRD18A	-1.620	0.939	0.906	0.094
MTHFD2	-1.622	0.939	0.906	0.094
BEST1	-1.625	0.939	0.906	0.094
FBXO31	-1.628	0.939	0.906	0.094
CNNM4	-1.631	0.939	0.906	0.094
KCNA10	-1.631	0.939	0.905	0.095
CCDC179	-1.632	0.939	0.905	0.095
PPDPF	-1.632	0.939	0.905	0.095
CCDC28B	-1.637	0.939	0.905	0.095
NAALAD2	-1.638	0.939	0.905	0.095
F2	-1.639	0.939	0.905	0.095
MT1HL1	-1.639	0.939	0.905	0.095
MMD	-1.641	0.939	0.905	0.095
DUOXA2	-1.651	0.939	0.905	0.095
CDHR5	-1.651	0.939	0.905	0.095
MASP1	-1.652	0.939	0.905	0.095
EVA1B	-1.653	0.939	0.905	0.095
REEP6	-1.653	0.939	0.905	0.095
CHD1	-1.655	0.939	0.905	0.095
STAT1	-1.659	0.939	0.905	0.095
ST8SIA4	-1.659	0.939	0.905	0.095
FSTL4	-1.661	0.939	0.905	0.095
PNMA2	-1.662	0.939	0.905	0.095
HOXC5	-1.662	0.939	0.905	0.095
PAN2	-1.662	0.939	0.905	0.095
STARD10	-1.668	0.939	0.905	0.095
ITGAV	-1.669	0.939	0.905	0.095
COG2	-1.671	0.939	0.905	0.095
INSL3	-1.671	0.939	0.905	0.095
KRTAP20-1	-1.672	0.939	0.905	0.095
RFX7	-1.672	0.939	0.905	0.095
KIF3B	-1.674	0.939	0.905	0.095
RAB1A	-1.674	0.939	0.905	0.095
ASB10	-1.676	0.939	0.905	0.095
SLC52A2	-1.678	0.939	0.905	0.095
EED	-1.680	0.939	0.905	0.095
DHX58	-1.682	0.939	0.905	0.095
C19orf26	-1.684	0.939	0.905	0.095
FADS1	-1.684	0.939	0.905	0.095
TKT	-1.685	0.939	0.905	0.095
SEMA3C	-1.686	0.939	0.905	0.095
PLXNC1	-1.687	0.939	0.905	0.095
MAP1S	-1.690	0.939	0.905	0.095
PPP1R3G	-1.691	0.939	0.905	0.095
TFAP2A	-1.691	0.939	0.905	0.095
RIMS4	-1.692	0.939	0.905	0.095
MRPL36	-1.693	0.939	0.905	0.095
B3GALT6	-1.694	0.939	0.905	0.095
MID1IP1	-1.694	0.939	0.905	0.095
IKZF4	-1.695	0.939	0.905	0.095
SNN	-1.696	0.939	0.905	0.095
ZNF692	-1.701	0.939	0.905	0.095
ISCA1	-1.702	0.939	0.905	0.095
PRKG2	-1.706	0.939	0.905	0.095
RNF223	-1.707	0.939	0.905	0.095
TCP11L1	-1.707	0.939	0.905	0.095
ZNF778	-1.708	0.939	0.905	0.095
PSPN	-1.709	0.939	0.905	0.095
PCYOX1	-1.710	0.939	0.905	0.095
APBA2	-1.713	0.939	0.905	0.095
RRP1B	-1.715	0.939	0.905	0.095
APOL4	-1.718	0.939	0.905	0.095
S1PR3	-1.720	0.939	0.905	0.095
STK4	-1.720	0.939	0.905	0.095
ZSCAN1	-1.720	0.939	0.905	0.095
SERPINA10	-1.721	0.939	0.905	0.095
GDPD3	-1.723	0.939	0.905	0.095
C7orf55-LUC7L2	-1.724	0.939	0.905	0.095
UBIAD1	-1.726	0.939	0.905	0.095
LRRIQ1	-1.726	0.939	0.905	0.095
C5orf47	-1.726	0.939	0.905	0.095
CBX6	-1.727	0.939	0.905	0.095
SEC23IP	-1.728	0.939	0.905	0.095
KRT72	-1.731	0.939	0.905	0.095
TIMP2	-1.731	0.939	0.905	0.095
KIF1C	-1.732	0.939	0.905	0.095
PIK3C2B	-1.736	0.939	0.905	0.095
CRY2	-1.737	0.939	0.905	0.095
FASLG	-1.740	0.939	0.905	0.095
OR4N4	-1.740	0.939	0.905	0.095
E2F1	-1.744	0.939	0.905	0.095
C20orf201	-1.746	0.939	0.905	0.095
STRN	-1.748	0.939	0.905	0.095
MON2	-1.748	0.939	0.905	0.095
FNDC8	-1.749	0.939	0.905	0.095
HTR7	-1.749	0.939	0.905	0.095
SLC35A5	-1.754	0.939	0.905	0.095
GKAP1	-1.755	0.939	0.905	0.095
WDR45B	-1.757	0.939	0.905	0.095
PPP2R5D	-1.759	0.939	0.905	0.095
PEX10	-1.759	0.939	0.905	0.095
DIABLO	-1.762	0.939	0.905	0.095
ARID5B	-1.764	0.939	0.905	0.095
PLEKHA6	-1.765	0.939	0.905	0.095
MTA3	-1.765	0.939	0.905	0.095
TAP1	-1.766	0.939	0.905	0.095
DNAJC2	-1.766	0.939	0.905	0.095
SLC43A1	-1.769	0.939	0.905	0.095
HIST1H4L	-1.770	0.939	0.905	0.095
ZNF34	-1.771	0.939	0.905	0.095
SAMD8	-1.771	0.939	0.905	0.095
EVC2	-1.775	0.939	0.905	0.095
MLST8	-1.776	0.939	0.905	0.095
ADAMTSL4-AS1	-1.777	0.939	0.905	0.095
GPBAR1	-1.781	0.939	0.905	0.095
EMB	-1.784	0.939	0.905	0.095
USP43	-1.785	0.939	0.905	0.095
KLF10	-1.786	0.939	0.905	0.095
TRIM3	-1.788	0.939	0.905	0.095
GRIN2D	-1.792	0.939	0.905	0.095
RDH10	-1.792	0.939	0.905	0.095
FAM57B	-1.796	0.939	0.905	0.095
EIF2AK1	-1.798	0.939	0.905	0.095
ANKH	-1.800	0.939	0.905	0.095
KIF15	-1.802	0.939	0.905	0.095
COG4	-1.804	0.939	0.905	0.095
ARPC5L	-1.806	0.939	0.905	0.095
ACCS	-1.806	0.939	0.905	0.095
DEFB130	-1.806	0.939	0.905	0.095
DEF8	-1.811	0.939	0.905	0.095
FAM187B	-1.813	0.939	0.905	0.095
DEFB125	-1.814	0.939	0.905	0.095
MAGEA11	-1.815	0.939	0.904	0.096
FGD6	-1.816	0.939	0.904	0.096
BAG2	-1.818	0.939	0.904	0.096
TXNDC9	-1.822	0.939	0.904	0.096
ARHGAP18	-1.822	0.939	0.904	0.096
BLACE	-1.824	0.939	0.904	0.096
TUSC5	-1.824	0.939	0.904	0.096
MIDN	-1.824	0.939	0.904	0.096
PPP1R7	-1.825	0.939	0.904	0.096
INCA1	-1.827	0.939	0.904	0.096
ADRA1A	-1.829	0.939	0.904	0.096
RGMB	-1.833	0.939	0.904	0.096
HIST1H1C	-1.837	0.939	0.904	0.096
ARL6IP1	-1.837	0.939	0.904	0.096
IGSF6	-1.838	0.939	0.904	0.096
PROZ	-1.839	0.939	0.904	0.096
CAPN3	-1.840	0.939	0.904	0.096
CLEC4C	-1.842	0.939	0.904	0.096
ZNF317	-1.844	0.939	0.904	0.096
FN3K	-1.846	0.939	0.904	0.096
HJURP	-1.847	0.941	0.904	0.096
